0,002031628
0,002003589
0,002240993
0,00245699
0,002527919
0,002679996
0,002719937
0,002760581
0,002014149
0,002031628
0,002022033
0,003199569
0,00995475
0,009780067
0,009780067
0,009605521
0,009605521
0,009024783
0,009024783
0,007984607
0,006953585
0,005992506
0,005601863
0,005490941
0,004299134
0,003833509
0,003682502
0,00358323
0,003534048
0,003388483
0,003107633
0,00297332
0,00297332
0,00297332
0,002679996
0,002491998
0,002326911
0,002166386
0,002070415
0,003340668
0,008850922
0,009024783
0,009431118
0,009663687
0,009896508
0,008793008
0,008042187
0,006953585
0,006273552
0,005546361
0,005160315
0,004671596
0,004457812
0,004457812
0,004299134
0,004246588
0,003935453
0,00388436
0,00388436
0,003782908
