67,51520217	0,000251058	0,57705301	4,31373E-06	2,15686E-06
81,36447442	0,000264271	0,57705301	2,63012E-06	1,31506E-06
33,46907458	0,00021472	0,57705301	1,05375E-05	1,05375E-05
21,35096137	0,000191597	0,57705301	1,46932E-05	1,46932E-05
15,58043127	0,00018499	0,57705301	1,58878E-05	1,58878E-05
12,11811321	0,000171776	0,57705301	1,82827E-05	1,82827E-05
9,809901171	0,000168473	0,57705301	1,88824E-05	1,88824E-05
8,655795151	0,000165169	0,57705301	1,94823E-05	1,94823E-05
80,78742141	0,000257664	0,57705301	3,36178E-06	1,68089E-06
78,47920937	0,000251058	0,57705301	4,31373E-06	2,15686E-06
81,36447442	0,000254361	0,57705301	3,81963E-06	1,90982E-06
0	0,000132136	0,57705301	2,54933E-05	2,54933E-05
-114,256496	-0,000270878	0,57705301	9,9154E-05	4,9577E-05
-112,525337	-0,000260968	0,57705301	9,73412E-05	4,86706E-05
-108,4859659	-0,000260968	0,57705301	9,73412E-05	4,86706E-05
-95,79079967	-0,000251058	0,57705301	9,55285E-05	4,77642E-05
-80,78742141	-0,000251058	0,57705301	9,55285E-05	4,77642E-05
-64,05288411	-0,000218024	0,57705301	8,94861E-05	4,47431E-05
-57,705301	-0,000218024	0,57705301	8,94861E-05	4,47431E-05
-38,08549866	-0,000158563	0,57705301	7,86106E-05	3,93053E-05
-28,8526505	-9,91017E-05	0,57705301	6,77364E-05	3,38682E-05
-23,0821204	-4,29441E-05	0,57705301	5,74683E-05	2,87342E-05
-19,04274933	-1,98203E-05	0,57705301	5,32411E-05	2,66205E-05
-16,15748428	-1,32136E-05	0,57705301	5,20334E-05	2,60167E-05
-10,38695418	5,9461E-05	0,57705301	3,8754E-05	3,8754E-05
-6,92463612	8,91915E-05	0,57705301	3,33256E-05	3,33256E-05
-5,19347709	9,91017E-05	0,57705301	3,1517E-05	3,1517E-05
-3,46231806	0,000105708	0,57705301	3,03116E-05	3,03116E-05
-2,30821204	0,000109012	0,57705301	2,9709E-05	2,9709E-05
-1,73115903	0,000118922	0,57705301	2,79017E-05	2,79017E-05
-1,73115903	-0,000138742	0,57705301	2,42898E-05	2,42898E-05
-2,30821204	-0,000148652	0,57705301	2,24856E-05	2,24856E-05
-3,46231806	-0,000148652	0,57705301	2,24856E-05	2,24856E-05
-5,19347709	-0,000148652	0,57705301	2,24856E-05	2,24856E-05
-10,38695418	-0,000171776	0,57705301	1,82827E-05	1,82827E-05
-16,15748428	-0,000188293	0,57705301	1,52902E-05	1,52902E-05
-23,0821204	-0,00020481	0,57705301	1,23122E-05	1,23122E-05
-38,08549866	-0,00022463	0,57705301	8,77849E-06	8,77849E-06
-57,705301	-0,000241147	0,57705301	5,92017E-06	2,96008E-06
0	-0,000122225	0,57705301	2,72995E-05	2,72995E-05
57,705301	0,000208113	0,57705301	8,76735E-05	4,38367E-05
76,74805034	0,000218024	0,57705301	8,94861E-05	4,47431E-05
95,79079967	0,000241147	0,57705301	9,37157E-05	4,68579E-05
103,8695418	0,000254361	0,57705301	9,61327E-05	4,80664E-05
110,2171249	0,000267574	0,57705301	9,85498E-05	4,92749E-05
51,9347709	0,00020481	0,57705301	8,70692E-05	4,35346E-05
38,08549866	0,000161866	0,57705301	7,92148E-05	3,96074E-05
28,8526505	9,91017E-05	0,57705301	6,77364E-05	3,38682E-05
23,0821204	5,9461E-05	0,57705301	6,04881E-05	3,02441E-05
19,04274933	1,65169E-05	0,57705301	5,26373E-05	2,63186E-05
15,58043127	-6,60678E-06	0,57705301	4,84108E-05	2,42054E-05
14,42632525	-3,63373E-05	0,57705301	4,2978E-05	4,2978E-05
12,11811321	-4,95508E-05	0,57705301	4,05641E-05	4,05641E-05
10,96400719	-4,95508E-05	0,57705301	4,05641E-05	4,05641E-05
10,38695418	-5,9461E-05	0,57705301	3,8754E-05	3,8754E-05
10,38695418	-6,27644E-05	0,57705301	3,81507E-05	3,81507E-05
8,655795151	-8,25847E-05	0,57705301	3,45316E-05	3,45316E-05
6,92463612	-8,58881E-05	0,57705301	3,39286E-05	3,39286E-05
5,7705301	-8,58881E-05	0,57705301	3,39286E-05	3,39286E-05
5,19347709	-9,24949E-05	0,57705301	3,27227E-05	3,27227E-05
