0;0,5;102;1
5;0,5;102;1
10;0,5;100;1
15;0,5;100;1
20;0,5;98;1
25;0,5;96;1
30;0,5;93;1
35;0,5;89;1
40;0,5;85;1
45;0,5;80;1
50;0,5;74;1
55;0,5;67;1
60;0,5;59;1
65;0,5;50;1
70;0,5;40;1
75;0,5;29;1
80;0,5;18;1
85;0,5;9;1
90;0,5;4;1
